id,type
graphics/PanelSkill/BottomNumber_0.png,0
graphics/PanelSkill/BottomNumber_1.png,0
graphics/PanelSkill/BottomNumber_2.png,0
graphics/PanelSkill/BottomNumber_3.png,0
graphics/PanelSkill/BottomNumber_4.png,0
graphics/PanelSkill/BottomNumber_5.png,0
graphics/PanelSkill/BottomNumber_6.png,0
graphics/PanelSkill/BottomNumber_7.png,0
graphics/PanelSkill/BottomNumber_8.png,0
graphics/PanelSkill/BottomNumber_9.png,0
graphics/PanelSkill/CancleButton.png,0
graphics/PanelSkill/ResetButton.png,0
graphics/PanelSkill/ManaBlessButton.png,0
graphics/PanelSkill/MeteorButton.png,0
graphics/PanelSkill/PingerSnapButton.png,0
graphics/PanelSkill/QuagmireButton.png,0
graphics/PanelSkill/ShieldButton.png,0
graphics/PanelSkill/Fx_BlessOfMana.png,0
graphics/PanelSkill/Fx_DivineShield.png,0
graphics/PanelSkill/Fx_FingerSnap.png,0
graphics/PanelSkill/Fx_FireExplosion.png,0
graphics/PanelSkill/Fx_FireExplosion_a.png,0
graphics/PanelSkill/Fx_Quagmire.png,0
animations/Panel/BlessOfMana.csv,3
animations/Panel/DivineShield.csv,3
animations/Panel/FingerSnap.csv,3
animations/Panel/FireExplosion.csv,3
animations/Panel/Quagmire.csv,3
